10233,01-01-2015 00:00,1,4,2.7,10.00033529,2.2,7.1,40,23.417,0
4592,01-01-2016 00:00,1,25,12.393,62.5,25.248,8.21,237.4541281,114.137,1
5146,01-01-2016 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.9,432,192.633512,0
5857,01-01-2016 00:00,1,12,9.72,30,20.16,7.4,197.8702187,70.5,0
6226,01-01-2016 00:00,1,38.032,14.3176,95.08,34.08,8.46,350.3151968,154.736,1
6381,01-01-2016 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.548169142,241.1123543,120.9825448,0
6614,01-01-2016 00:00,1,11,13,27.5,20,7.78,159.6742813,81.6667,0
7299,01-01-2016 00:00,1,12.8,5.832,32,4.656,7.1,90.55471392,56.3,1
7652,01-01-2016 00:00,1,25.02,12.9883,62.55,23.52,7.94,247.0867453,116.668,0
8022,01-01-2016 00:00,1,7.992,41.3149,19.98,109.36228,8.5,488,192.125,0
8284,01-01-2016 00:00,1,5.992,25.5199,14.98,64.02340773,8.5,308,121.313,0
8439,01-01-2016 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,6.9,204.6839971,123.8021945,0
10227,01-01-2016 00:00,1,1.6,1.944,4,1.968,6.6,-67.69492192,12.1,0
4603,01-01-2018 00:00,1,10.4,7.4115,26,9.6,7.88,285.0698786,56.8812,0
5006,01-01-2018 00:00,1,16,4.9815,40,6.72,7.91,177.1891897,60.7563,1
5865,01-01-2018 00:00,1,12.6,7.6545,31.5,21.12,7.72,112.0098457,63.3937,0
6624,01-01-2018 00:00,1,35.956,23.8407,89.89,45,8.59,411.0234826,189.226,0
7531,01-01-2018 00:00,1,46.036,25.2501,115.09,137.28,7.86,428.2886065,220.299,1
8733,01-01-2018 00:00,1,16.012,80.9117,40.03,284.64,8.19,758.5134261,377.162,0
5109,01-02-1979 00:00,1,12.4,6.318,31,3.84,7.6,463.141915,57.325,0
7369,01-02-1979 00:00,1,40,15.552,100,6.768,8.43,433.5002937,164.8,0
8905,01-02-1979 00:00,1,8.008,54.9131,20.02,45.12,8.04,505.7392675,248.825,0
4949,01-02-1980 00:00,1,24,14,59.99714854,8.5,7.8,142,135,0
6975,01-02-1980 00:00,1,22.972,18.6065,57.43,80,8.19,500,134.957,0
8084,01-02-1980 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8,322,147.7111418,0
8627,01-02-1980 00:00,1,45.036,22.6986,112.59,172.32,8.26,310.7415172,207.168,1
4915,01-02-1981 00:00,1,12.4,6.6825,31,20.16,7.36,299.2172032,58.8438,1
5783,01-02-1981 00:00,1,42.032,57.5716,105.08,275.04,8.44,670.5057985,344.962,0
8877,01-02-1981 00:00,1,26.02,28.6618,65.05,1,8.01,369.1029193,184.474,1
5165,01-02-1982 00:00,1,23.972,11.924,59.93,25.46082021,8,107,109.613,0
5806,01-02-1982 00:00,1,9.8,6.6825,24.5,5.76,7.38,141.6249097,52.3438,0
7457,01-02-1982 00:00,1,28.024,32.3044,70.06,12.96,8.3,323.5017224,204.662,0
7915,01-02-1982 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,6.8,235.1656375,121.4365498,0
8595,01-02-1982 00:00,1,21.972,38.411,54.93,19,8.32,557.7309965,214.976,0
5044,01-02-1983 00:00,1,28.2,17.1315,70.5,24,7.4,317.5834479,141.881,0
5827,01-02-1983 00:00,1,27.968,30.6374,69.92,9,8.18,361.5366128,197.576,0
7001,01-02-1983 00:00,1,9.6,4.86,24,4.416,7.11,176.8882548,44.25,0
7892,01-02-1983 00:00,1,11.984,35.0017,29.96,91.35332001,8.2,666,175.801,0
8853,01-02-1983 00:00,1,21.972,11.924,54.93,32,8.32,546.8461632,104.613,0
4777,01-02-1984 00:00,1,9,5,22.49897755,1.2,6.97,86,50,0
